user,avg_login_hour,login_variance,avg_logout_hour,logout_variance,avg_session_hours,max_session_hours,min_session_hours,session_variance,total_logins,working_days,avg_logins_per_day,unique_pcs,primary_pc,primary_pc_percentage,device_switches,night_login_count,offhour_percentage,weekend_logins,weekday_logins,first_login,last_login
DTAA/ADR0219,8.749855072463767,0.09756802897783877,15.784975845410628,0.07096516047627227,7.035128019323671,7.3213888888888885,6.7588888888888885,0.12483032889809892,345,345,1.0,1,PC-2943,100.0,0,0,0.0,0,345,2010-01-04 08:39:22,2011-05-13 15:53:51
DTAA/AEC0750,7.243091787439614,0.09704836236861569,16.286231884057973,0.07106133629010457,9.043973429951691,9.311944444444444,8.771944444444445,0.12080740448017771,345,345,1.0,1,PC-2926,100.0,0,0,100.0,0,345,2010-01-04 07:05:53,2011-05-13 16:14:10
DTAA/AEG0905,8.49927536231884,0.09448772113946693,20.532463768115942,0.07156801433830957,12.03343880837359,12.323611111111111,11.770277777777778,0.12105469311859768,345,345,1.0,1,PC-0211,100.0,0,0,0.0,0,345,2010-01-04 08:32:05,2011-05-13 20:39:48
DTAA/AEW0730,8.238985507246378,0.09506271618772398,16.282222222222224,0.07278971044452467,8.043265700483092,8.325,7.777777777777778,0.12200852084404895,345,345,1.0,1,PC-4032,100.0,0,0,0.0,0,345,2010-01-04 08:15:15,2011-05-13 16:18:47
DTAA/AFD0868,8.99536231884058,0.09561310622745528,19.036908212560387,0.06928091069515857,10.042194041867955,10.324444444444444,9.7825,0.11652275316291011,345,345,1.0,1,PC-0776,100.0,0,0,0.0,0,345,2010-01-04 08:50:12,2011-05-13 18:59:10
DTAA/AFF0760,10.87892156862745,3.6903617210554036,15.175735294117647,4.179295720366219,4.649362745098039,9.175555555555556,0.14972222222222223,2.2808765234583723,68,61,1.1147540983606556,2,PC-2804,98.52941176470588,2,6,27.941176470588236,2,66,2010-01-04 12:01:26,2010-03-25 16:31:44
DTAA/AFG0122,8.653566229985444,1.9590394432213614,15.590720524017465,2.378806791346801,6.937555191654536,9.321944444444444,0.0022222222222222222,3.702812353203154,458,345,1.327536231884058,74,PC-4492,75.32751091703057,226,0,75.54585152838428,0,458,2010-01-04 07:45:01,2011-05-13 16:40:20
DTAA/AFH0331,11.924351851851851,2.065665183926402,18.813148148148148,1.1780752560207306,6.888656635802469,11.290833333333333,0.0625,2.3738688102762735,360,345,1.0434782608695652,13,PC-0850,95.83333333333334,30,0,8.333333333333332,0,360,2010-01-04 13:30:19,2011-05-13 19:06:28
DTAA/AFN0918,11.89406392694064,1.983161660820241,16.76013698630137,1.2638998167382436,4.866127092846272,9.323333333333334,0.0011111111111111111,2.1901168335185583,365,345,1.0579710144927537,18,PC-3425,94.52054794520548,40,0,8.493150684931507,0,365,2010-01-04 13:03:37,2011-05-13 17:04:57
DTAA/AFO0022,11.50004105090312,3.2322488739184596,16.580377668308703,3.620763853915504,5.493890941434045,10.290833333333333,0.009722222222222222,2.55173056547652,406,348,1.1666666666666667,25,PC-2218,93.10344827586206,56,21,24.63054187192118,2,404,2010-01-04 13:07:07,2011-05-13 17:44:23
DTAA/AFR0646,8.240048309178745,0.09097251756123216,18.275458937198067,0.06926844341215642,10.034995169082125,10.308055555555555,9.758611111111112,0.11367054593959523,345,345,1.0,1,PC-0323,100.0,0,0,0.0,0,345,2010-01-04 08:11:41,2011-05-13 18:12:20
DTAA/AGB0091,7.492946859903383,0.09371484910682511,16.526618357487923,0.07190534609046746,9.033631239935588,9.31611111111111,8.766666666666667,0.11757752357461985,345,345,1.0,1,PC-1512,100.0,0,0,100.0,0,345,2010-01-04 07:26:58,2011-05-13 16:37:51
DTAA/AGF0088,7.98584541062802,0.10147555712660182,18.036183574879228,0.07300816598498112,10.050393719806763,10.305833333333334,9.777222222222223,0.12355784125639209,345,345,1.0,1,PC-3721,100.0,0,0,54.78260869565217,0,345,2010-01-04 07:52:44,2011-05-13 17:59:21
DTAA/AGG0562,8.991690821256038,0.08686438238131712,17.03222222222222,0.07349626602572648,8.041072463768117,8.316944444444445,7.7652777777777775,0.11893357310992007,345,345,1.0,1,PC-0473,100.0,0,0,0.0,0,345,2010-01-04 09:08:04,2011-05-13 17:02:38
DTAA/AGW0182,11.5125,2.865067686957268,16.03184027777778,3.2690392258181538,4.819043402777778,10.306944444444444,0.010277777777777778,3.181471581924982,480,346,1.3872832369942196,66,PC-4531,75.41666666666667,231,6,21.458333333333332,1,479,2010-01-04 12:35:11,2011-05-13 17:33:39
DTAA/AHD0147,7.9974879227053135,0.09419591333759154,17.028502415458938,0.07184927212126295,9.030983091787439,9.318888888888889,8.774444444444445,0.11793464864440042,345,345,1.0,1,PC-2753,100.0,0,0,46.666666666666664,0,345,2010-01-04 07:52:14,2011-05-13 17:07:09
DTAA/AHS0926,7.996135265700484,0.09683896564695921,18.032270531400965,0.07195922966773889,10.036194041867956,10.321111111111112,9.768888888888888,0.12170274065484983,345,345,1.0,1,PC-0459,100.0,0,0,48.69565217391305,0,345,2010-01-04 07:59:26,2011-05-13 18:07:29
DTAA/AHV0103,12.356666666666664,2.1619662042263874,17.779227053140097,0.07301451336988331,5.423227053140097,9.292222222222222,2.838611111111111,2.1675127661577083,345,345,1.0,1,PC-0201,100.0,0,0,0.0,0,345,2010-01-04 12:32:29,2011-05-13 17:49:09
DTAA/AIB0797,11.921641156462584,3.579832652240333,17.98873299319728,4.661984761270295,6.6181462585034,11.283333333333333,0.07972222222222222,2.4842872023105547,392,348,1.1264367816091954,1,PC-4147,100.0,0,32,11.989795918367346,3,389,2010-01-04 14:15:37,2011-05-14 06:11:32
DTAA/AIC0321,7.996763285024154,0.09573422751212149,16.03526570048309,0.07188493397725221,8.03807890499195,8.299722222222222,7.768055555555556,0.11762705576039674,345,345,1.0,1,PC-4887,100.0,0,0,47.2463768115942,0,345,2010-01-04 08:02:10,2011-05-13 16:00:19
DTAA/AID0577,7.492415458937198,0.09446723325184965,17.529806763285023,0.07346377593966712,10.03694041867955,10.280277777777778,9.771666666666667,0.11434438412873371,345,345,1.0,1,PC-0425,100.0,0,0,100.0,0,345,2010-01-04 07:24:28,2011-05-13 17:25:22
DTAA/AJA0220,11.378341194968552,3.8377715219553976,14.8437106918239,4.369620270970694,4.823413915094339,11.366666666666667,0.08166666666666667,2.34240867010661,424,353,1.2011331444759208,18,PC-3872,95.75471698113208,36,29,29.009433962264154,6,418,2010-01-04 11:45:54,2011-05-13 16:32:25
DTAA/AJB0016,13.06201095461659,2.3449508765031832,19.752895148669793,2.522421176539744,6.691141105894627,12.300277777777778,0.0011111111111111111,3.453322584096608,426,345,1.2347826086956522,56,PC-1116,80.98591549295774,154,0,3.051643192488263,0,426,2010-01-04 08:49:29,2011-05-13 20:42:14
DTAA/AJB0370,11.17797783933518,2.1146535932063735,16.34376731301939,0.9868012120615399,5.16565866420437,9.283888888888889,0.04111111111111111,2.288192672504437,361,345,1.046376811594203,17,PC-0054,95.56786703601108,32,0,22.160664819944596,0,361,2010-01-04 07:33:19,2011-05-13 16:28:43
DTAA/AJC0203,8.745314009661836,0.09836242973903489,18.78159420289855,0.06882553096828187,10.036280998389694,10.32638888888889,9.760555555555555,0.12042432406383934,345,345,1.0,1,PC-1144,100.0,0,0,0.0,0,345,2010-01-04 08:37:30,2011-05-13 18:51:00
DTAA/AJC0266,12.318849206349206,2.016964612010136,15.836666666666666,1.7574939367412659,3.517449074074074,8.312222222222223,0.0016666666666666668,2.277632514758732,420,345,1.2173913043478262,55,PC-4661,82.14285714285714,148,0,0.0,0,420,2010-01-04 08:36:54,2011-05-13 16:31:39
DTAA/AJC0399,13.144444444444446,3.3249210667473146,15.502,4.217854015075972,3.9566259259259264,10.374444444444444,0.06333333333333334,2.857090001961276,75,49,1.530612244897959,20,PC-1746,74.66666666666667,36,1,9.333333333333334,0,75,2010-01-04 14:21:29,2010-03-11 17:53:15
DTAA/AJM0302,7.743091787439614,0.09290794331175242,15.779275362318838,0.07060524051913804,8.03607004830918,8.30861111111111,7.763888888888889,0.11550065183932898,345,345,1.0,1,PC-3902,100.0,0,0,100.0,0,345,2010-01-04 07:47:12,2011-05-13 15:43:49
DTAA/AJN0804,11.924278499278499,2.349452205374803,17.377417027417028,2.864971141742314,5.453330327080327,11.319166666666666,0.006666666666666667,3.3706112452090276,462,345,1.3391304347826087,71,PC-0585,74.67532467532467,225,0,14.71861471861472,0,462,2010-01-04 07:38:41,2011-05-13 18:46:55
DTAA/AJP0553,9.462871674491392,3.4459231299815993,17.224647887323943,4.119667344100945,8.493718049034952,10.313888888888888,0.001388888888888889,3.3701996540587675,426,348,1.2241379310344827,39,PC-1270,90.84507042253522,78,23,10.7981220657277,3,423,2010-01-04 08:54:23,2011-05-13 22:48:47
DTAA/AJS0917,6.4916908212560385,0.09796973770149145,16.535555555555554,0.07115389539806431,10.044000805152978,10.327777777777778,9.760555555555555,0.12291703619440858,345,345,1.0,1,PC-2082,100.0,0,0,100.0,0,345,2010-01-04 06:27:17,2011-05-13 16:36:48
DTAA/AJS0978,8.498019323671498,0.0981668523059598,17.533768115942028,0.07377753294905237,9.03549114331723,9.323333333333334,8.759444444444444,0.12465124640907888,345,345,1.0,1,PC-1738,100.0,0,0,0.0,0,345,2010-01-04 08:34:58,2011-05-13 17:31:39
DTAA/AKA0033,6.744057971014493,0.0955364791679827,16.786328502415458,0.07175842541068782,10.041936392914653,10.307222222222222,9.758611111111112,0.11742627897102251,345,345,1.0,1,PC-2020,100.0,0,0,100.0,0,345,2010-01-04 06:39:58,2011-05-13 16:49:37
DTAA/AKH0067,7.497826086956522,0.09822031688119201,15.536328502415458,0.07220714023298126,8.039352657004832,8.304444444444444,7.759722222222222,0.1216014102611711,345,345,1.0,1,PC-2396,100.0,0,0,100.0,0,345,2010-01-04 07:21:06,2011-05-13 15:33:36
DTAA/AKM0969,7.991932367149757,0.09777136389836748,16.031545893719805,0.07434594156929202,8.040236714975846,8.318333333333333,7.765,0.12094777379877808,345,345,1.0,1,PC-0691,100.0,0,0,50.43478260869565,0,345,2010-01-04 07:59:39,2011-05-13 16:05:23
DTAA/AKP0173,7.241787439613527,0.09360284266217332,15.279178743961353,0.07362303110887325,8.03647342995169,8.317222222222222,7.772222222222222,0.1190453632955513,345,345,1.0,1,PC-2876,100.0,0,0,100.0,0,345,2010-01-04 07:24:22,2011-05-13 15:23:16
DTAA/AKS0283,12.479148471615723,3.5500690970059985,16.923034934497817,4.226725729182391,4.914726467734109,10.2925,0.01138888888888889,2.7750919203561044,458,352,1.3011363636363635,45,PC-3049,85.1528384279476,133,24,9.82532751091703,7,451,2010-01-04 14:25:31,2011-05-13 18:41:55
DTAA/AKW0582,12.278776041666667,3.4451910928113594,15.487934027777778,3.6278832195593314,3.958884548611111,8.268611111111111,0.024444444444444446,2.067739370345878,384,347,1.106628242074928,1,PC-0891,100.0,0,21,10.15625,2,382,2010-01-04 13:13:46,2011-05-13 16:32:30
DTAA/ALC0244,7.740096618357487,0.09699618225273705,16.77946859903382,0.07001896934835951,9.039427536231884,9.322222222222223,8.773055555555555,0.12040444068857102,345,345,1.0,1,PC-3992,100.0,0,0,100.0,0,345,2010-01-04 07:38:32,2011-05-13 16:45:10
DTAA/ALK0520,12.155516705516705,2.2023830960362587,17.971522921522922,2.4901186569219425,5.815894198394197,11.273888888888889,0.0002777777777777778,3.1835678661493354,429,345,1.2434782608695651,64,PC-3889,80.41958041958041,163,0,7.459207459207459,0,429,2010-01-04 13:27:18,2011-05-13 19:00:58
DTAA/ALL0155,8.492463768115943,0.1004811618188348,19.536183574879228,0.0708413706391301,11.043330917874396,11.32,10.768333333333333,0.12792086711940026,345,345,1.0,1,PC-2670,100.0,0,0,0.0,0,345,2010-01-04 08:32:16,2011-05-13 19:38:36
DTAA/ALN0201,7.4976811594202895,0.0920504726659873,18.535797101449276,0.06897330348505239,11.038024959742351,11.3125,10.767222222222221,0.1191812193099085,345,345,1.0,1,PC-4853,100.0,0,0,100.0,0,345,2010-01-04 07:23:40,2011-05-13 18:32:02
DTAA/ALS0087,7.995652173913044,0.09091713357198641,17.031400966183575,0.07262253699920362,9.035829307568438,9.304166666666667,8.800277777777778,0.11555292818971664,345,345,1.0,1,PC-2643,100.0,0,0,46.08695652173913,0,345,2010-01-04 07:56:53,2011-05-13 17:08:41
DTAA/ALW0250,7.743043478260869,0.09321237166149454,17.775072463768115,0.07362128257473956,10.032553140096619,10.313333333333333,9.764166666666666,0.11631966993876192,345,345,1.0,1,PC-3904,100.0,0,0,100.0,0,345,2010-01-04 07:46:48,2011-05-13 17:42:16
DTAA/ALW0694,11.054541062801933,2.0109564209778057,16.28526570048309,0.07258917218814656,5.230999999999999,9.301111111111112,2.952777777777778,2.011566533124632,345,345,1.0,1,PC-0415,100.0,0,0,20.0,0,345,2010-01-04 11:36:59,2011-05-13 16:17:32
DTAA/ALW0834,12.575942028985509,1.952350077087349,17.787536231884058,0.0716131316495019,5.211277777777778,9.325555555555555,2.9133333333333336,1.9510078382314755,345,345,1.0,1,PC-0557,100.0,0,0,0.0,0,345,2010-01-04 14:12:00,2011-05-13 17:45:54
DTAA/AMA0191,11.116266666666665,3.3068076471441357,18.19537777777778,4.036815238619013,7.654937037037037,12.299166666666666,0.044444444444444446,2.460933600922741,375,349,1.0744985673352436,1,PC-4736,100.0,0,18,24.0,4,371,2010-01-04 13:17:22,2011-05-13 19:20:38
DTAA/AMA0606,7.528958333333333,1.5483607265432469,15.383874999999998,1.7865019160370073,7.855440277777777,9.309722222222222,0.009166666666666667,2.9745957892004284,400,345,1.1594202898550725,41,PC-1514,86.25,110,0,87.75,0,400,2010-01-04 06:56:46,2011-05-13 16:06:56
DTAA/AMD0432,8.73536231884058,0.09748487160062216,17.781352657004835,0.0728820656344432,9.045944444444444,9.320833333333333,8.762222222222222,0.11814123353978755,345,345,1.0,1,PC-2555,100.0,0,0,0.0,0,345,2010-01-04 08:54:02,2011-05-13 17:53:22
DTAA/AMH0101,7.992222222222222,0.09072751226326821,18.03391304347826,0.07333191621635311,10.04233574879227,10.3225,9.778888888888888,0.12044689812518473,345,345,1.0,1,PC-2735,100.0,0,0,49.85507246376812,0,345,2010-01-04 08:04:04,2011-05-13 18:03:34
DTAA/AMM0340,11.354057971014495,2.100221385337895,18.784299516908213,0.07503681579015808,7.43023349436393,11.320833333333333,4.979722222222223,2.103985223319086,345,345,1.0,1,PC-0831,100.0,0,0,23.47826086956522,0,345,2010-01-04 11:19:53,2011-05-13 18:46:17
DTAA/AMM0661,7.740531400966183,0.09500887893433145,17.789420289855073,0.07291449392496889,10.04911272141707,10.321388888888889,9.762777777777778,0.11489136615357858,345,345,1.0,1,PC-1628,100.0,0,0,100.0,0,345,2010-01-04 07:45:12,2011-05-13 17:47:24
DTAA/AMM0830,7.995265700483091,0.09628165407391216,17.02400966183575,0.07301989859710885,9.029606280193237,9.304444444444444,8.779444444444444,0.11790325132974601,345,345,1.0,1,PC-2202,100.0,0,0,45.21739130434783,0,345,2010-01-04 07:55:01,2011-05-13 17:00:28
DTAA/AMS0897,11.664541062801932,1.9269349960519813,17.780531400966183,0.07344561345505914,6.116280998389692,10.326666666666666,3.8919444444444444,1.9332436377448092,345,345,1.0,1,PC-0508,100.0,0,0,17.391304347826086,0,345,2010-01-04 11:24:48,2011-05-13 17:49:53
DTAA/ANC0012,12.551256038647344,1.997219490111836,20.78086956521739,0.07263420300625809,8.22937117552335,12.293333333333333,5.924722222222222,1.9957580004064084,345,345,1.0,1,PC-0964,100.0,0,0,0.0,0,345,2010-01-04 13:17:49,2011-05-13 20:48:42
DTAA/ANS0172,7.4964251207729475,0.09487057490128002,18.53352657004831,0.07448115984045393,11.037562801932367,11.316944444444445,10.765833333333333,0.12435789751333855,345,345,1.0,1,PC-2718,100.0,0,0,100.0,0,345,2010-01-04 07:36:09,2011-05-13 18:39:12
DTAA/ANW0351,8.73951690821256,0.09641720578718518,17.781835748792272,0.0746666498647804,9.041927536231885,9.311388888888889,8.76388888888889,0.11968786576964151,345,345,1.0,1,PC-0593,100.0,0,0,0.0,0,345,2010-01-04 08:41:43,2011-05-13 17:49:46
DTAA/AOC0511,7.999227053140096,0.09296672345038767,17.037391304347825,0.06813752804280024,9.037615136876004,9.310277777777777,8.758888888888889,0.1164497584932058,345,345,1.0,1,PC-0354,100.0,0,0,46.666666666666664,0,345,2010-01-04 08:07:06,2011-05-13 17:05:20
DTAA/APC0769,7.995845410628019,0.09373357874632497,16.04038647342995,0.0723264568050151,8.04442190016103,8.322222222222223,7.779166666666667,0.11494656791773272,345,345,1.0,1,PC-0530,100.0,0,0,47.82608695652174,0,345,2010-01-04 07:54:03,2011-05-13 16:01:34
DTAA/AQG0678,11.760109289617485,1.986144103368046,15.669672131147538,1.3150956844619217,3.90971766848816,8.185,0.12277777777777778,2.1918268506778125,122,112,1.0892857142857142,11,PC-1127,91.80327868852459,20,0,10.655737704918032,0,122,2010-01-04 13:07:20,2010-06-10 16:06:53
DTAA/ARB0050,8.747971014492753,0.09859677198977526,19.779951690821257,0.07318981012021969,11.031933172302738,11.315555555555555,10.763333333333334,0.12411120407032186,345,345,1.0,1,PC-0115,100.0,0,0,0.0,0,345,2010-01-04 08:36:28,2011-05-13 19:41:27
DTAA/ARB0100,7.493608652900687,0.09769763888065312,16.53362831858407,0.07210267013449702,9.04009013438217,9.325833333333334,8.77,0.11556258859353497,339,339,1.0,1,PC-4584,100.0,0,0,100.0,0,339,2010-01-04 07:27:19,2011-05-05 16:37:31
DTAA/ARC0677,12.942686682063124,2.447286677296752,19.77609699769053,2.8873257850698697,6.833599563767,12.298055555555555,0.010555555555555556,3.671930544634604,433,345,1.2550724637681159,61,PC-0465,79.67667436489607,173,0,2.771362586605081,0,433,2010-01-04 14:42:53,2011-05-13 21:07:08
DTAA/ARF0269,7.984685990338164,0.09776956844744249,16.02719806763285,0.06936315880835216,8.042366344605474,8.302777777777777,7.773611111111111,0.12233765592127738,345,345,1.0,1,PC-0376,100.0,0,0,52.17391304347826,0,345,2010-01-04 07:53:52,2011-05-13 15:59:57
DTAA/ARG0405,8.490628019323673,0.09676164033080811,20.532657004830916,0.07334209714666658,12.041607890499195,12.308055555555555,11.763333333333334,0.12362618179042521,345,345,1.0,1,PC-3289,100.0,0,0,0.0,0,345,2010-01-04 08:27:34,2011-05-13 20:28:03
DTAA/ARK0026,8.088623595505616,0.6626375500296443,17.83665730337079,1.1567596936950497,9.748259207240949,10.303888888888888,0.010555555555555556,1.6427729060151477,356,345,1.0318840579710145,12,PC-2707,96.91011235955057,22,0,48.03370786516854,0,356,2010-01-04 07:55:32,2011-05-13 18:09:19
DTAA/ARM0416,11.689371980676329,1.9992767002302196,15.781449275362318,0.07355735308442901,4.092223027375201,8.308333333333334,1.8472222222222223,1.9959495873828248,345,345,1.0,1,PC-1249,100.0,0,0,18.55072463768116,0,345,2010-01-04 12:10:08,2011-05-13 15:40:45
DTAA/ARP0948,7.995748792270532,0.09140887651679681,17.028067632850238,0.07015211829949361,9.032390499194847,9.309166666666666,8.7575,0.1156950206312425,345,345,1.0,1,PC-4291,100.0,0,0,46.3768115942029,0,345,2010-01-04 08:05:33,2011-05-13 16:59:37
DTAA/ARR0758,8.482850241545894,0.09796751584558885,19.534589371980676,0.0716862724427953,11.051770531400965,11.311388888888889,10.790833333333333,0.12016841130036963,345,345,1.0,1,PC-2652,100.0,0,0,0.0,0,345,2010-01-04 08:23:17,2011-05-13 19:39:10
DTAA/ARR0878,7.988019323671498,0.0980335049917244,16.03183574879227,0.07374167546388512,8.044529790660226,8.305555555555555,7.766666666666667,0.12282766182199772,345,345,1.0,1,PC-0266,100.0,0,0,49.85507246376812,0,345,2010-01-04 07:58:00,2011-05-13 15:55:42
DTAA/ARR0977,11.93954475308642,2.1817594082640244,17.018942901234567,2.3455242989575433,5.079827674897119,10.298055555555555,0.010277777777777778,2.9373238749193304,432,345,1.2521739130434784,61,PC-1074,79.86111111111111,165,0,9.722222222222223,0,432,2010-01-04 13:22:38,2011-05-13 18:07:38
DTAA/ARS0993,11.589217330538085,6.630742104628168,12.995904961565339,6.745220502644336,1.769133240158398,10.320277777777777,0.008611111111111111,3.401072464132153,2385,345,6.913043478260869,856,PC-3965,14.507337526205449,2382,496,63.9832285115304,0,2385,2010-01-04 06:46:51,2011-05-13 23:46:33
DTAA/ARW0541,8.737246376811596,0.09949802388825459,17.77903381642512,0.07255956621280703,9.04166183574879,9.318888888888889,8.759166666666667,0.125731997452171,345,345,1.0,1,PC-2488,100.0,0,0,0.0,0,345,2010-01-04 08:45:58,2011-05-13 17:52:03
DTAA/ASC0132,8.311278195488722,1.7086253770948652,16.20417710944027,1.711110305225665,7.892666388192704,9.326666666666666,0.006388888888888889,2.938366965734704,399,345,1.1565217391304348,44,PC-2960,86.46616541353383,108,0,86.71679197994987,0,399,2010-01-04 07:54:01,2011-05-13 16:45:06
DTAA/ASO0023,11.44873188405797,3.6042539500604813,14.116630434782607,3.8487693221629637,3.8163140096618355,12.597222222222221,0.02277777777777778,2.457862850605203,460,347,1.3256484149855907,45,PC-3990,86.52173913043478,122,23,27.608695652173914,2,458,2010-01-04 12:08:19,2011-05-13 15:48:03
DTAA/ASP0799,7.746280193236713,0.10158551887920533,15.785845410628019,0.0722256141555686,8.039424315619968,8.320277777777777,7.770555555555555,0.12317635342953663,345,345,1.0,1,PC-0560,100.0,0,0,100.0,0,345,2010-01-04 07:53:18,2011-05-13 15:51:08
DTAA/ASR0539,7.987536231884057,0.09583990906646649,17.03048309178744,0.07314076937968184,9.043421095008052,9.319722222222222,8.769166666666667,0.12313231328078107,345,345,1.0,1,PC-3622,100.0,0,0,50.14492753623189,0,345,2010-01-04 07:50:24,2011-05-13 17:05:57
DTAA/ASS0824,7.999468599033817,0.09665200234334839,19.03589371980676,0.0706584593000103,11.036057971014491,11.319444444444445,10.76388888888889,0.12271575443969286,345,345,1.0,1,PC-4842,100.0,0,0,45.79710144927536,0,345,2010-01-04 07:51:17,2011-05-13 19:00:24
