id,date,user,employee_id,pc,url_domain,suspicious_flag,off_hours_flag
H000080,2026-02-10 14:42:23,vikram.menon2,EMP0002,PC-FIN-002,linkedin.com,0,0
H000081,2026-02-05 21:38:48,vikram.menon2,EMP0002,PC-FIN-002,linkedin.com,0,0
H000082,2026-02-03 09:08:59,vikram.menon2,EMP0002,PC-FIN-002,wikipedia.org,0,0
H000083,2026-01-02 16:01:57,vikram.menon2,EMP0002,PC-FIN-002,atlassian.net,0,0
H000084,2026-01-07 13:58:55,vikram.menon2,EMP0002,PC-FIN-002,zoom.us,0,0
H000085,2026-01-16 09:39:21,vikram.menon2,EMP0002,PC-FIN-002,github.com,0,0
H000086,2026-02-02 15:06:59,vikram.menon2,EMP0002,PC-FIN-002,atlassian.net,0,0
H000087,2026-01-19 11:26:51,vikram.menon2,EMP0002,PC-FIN-002,linkedin.com,0,0
H000088,2026-01-19 14:40:08,vikram.menon2,EMP0002,PC-FIN-002,wikipedia.org,0,0
H000089,2026-01-03 08:41:32,vikram.menon2,EMP0002,PC-FIN-002,wikipedia.org,0,0
H000090,2026-02-09 08:24:14,vikram.menon2,EMP0002,PC-FIN-002,zoom.us,0,0
H000091,2026-02-01 22:35:41,vikram.menon2,EMP0002,PC-FIN-002,company-intranet.local,0,0
H000092,2026-02-13 23:29:35,vikram.menon2,EMP0002,PC-FIN-002,google.com,0,0
H000093,2026-01-08 14:06:14,vikram.menon2,EMP0002,PC-FIN-002,google.com,0,0
H000094,2026-01-29 09:58:57,vikram.menon2,EMP0002,PC-FIN-002,stackoverflow.com,0,0
H000095,2026-01-26 13:00:20,vikram.menon2,EMP0002,PC-FIN-002,zoom.us,0,0
H000096,2026-02-05 10:22:58,vikram.menon2,EMP0002,PC-FIN-002,linkedin.com,0,0
H000097,2026-01-24 13:19:44,vikram.menon2,EMP0002,PC-FIN-002,company-intranet.local,0,0
H000098,2026-01-18 08:57:47,yusuf.naidu3,EMP0003,PC-ENG-003,company-intranet.local,0,0
H000099,2026-01-27 13:27:36,yusuf.naidu3,EMP0003,PC-ENG-003,company-intranet.local,0,0
H000100,2026-02-14 09:57:09,yusuf.naidu3,EMP0003,PC-ENG-003,wikipedia.org,0,0
H000101,2026-02-08 15:27:00,yusuf.naidu3,EMP0003,PC-ENG-003,slack.com,0,0
H000102,2026-01-05 14:24:21,yusuf.naidu3,EMP0003,PC-ENG-003,slack.com,0,0
H000103,2026-01-30 09:28:48,yusuf.naidu3,EMP0003,PC-ENG-003,atlassian.net,0,0
H000104,2026-01-24 11:02:05,yusuf.naidu3,EMP0003,PC-ENG-003,slack.com,0,0
H000105,2026-01-21 08:26:05,yusuf.naidu3,EMP0003,PC-ENG-003,stackoverflow.com,0,0
H000106,2026-01-27 14:04:19,yusuf.naidu3,EMP0003,PC-ENG-003,google.com,0,0
H000107,2026-02-05 06:22:14,yusuf.naidu3,EMP0003,PC-ENG-003,company-intranet.local,0,0
H000108,2026-02-02 09:30:46,yusuf.naidu3,EMP0003,PC-ENG-003,slack.com,0,0
H000109,2026-02-09 13:40:39,yusuf.naidu3,EMP0003,PC-ENG-003,slack.com,0,0
H000110,2026-01-19 09:29:49,yusuf.naidu3,EMP0003,PC-ENG-003,linkedin.com,0,0
H000111,2026-01-12 10:56:51,yusuf.naidu3,EMP0003,PC-ENG-003,company-intranet.local,0,0
H000112,2026-02-04 09:11:15,yusuf.naidu3,EMP0003,PC-ENG-003,github.com,0,0
H000113,2026-01-17 08:19:32,yusuf.naidu3,EMP0003,PC-ENG-003,company-intranet.local,0,0
H000114,2026-01-03 09:29:45,yusuf.naidu3,EMP0003,PC-ENG-003,github.com,0,0
H000115,2026-01-20 07:21:21,yusuf.naidu3,EMP0003,PC-ENG-003,stackoverflow.com,0,0
H000116,2026-01-26 13:20:34,yusuf.naidu3,EMP0003,PC-ENG-003,zoom.us,0,0
H000117,2026-01-21 11:54:37,yusuf.naidu3,EMP0003,PC-ENG-003,company-intranet.local,0,0
H000118,2026-01-25 08:31:36,yusuf.naidu3,EMP0003,PC-ENG-003,slack.com,0,0
H000119,2026-01-01 08:10:23,yusuf.naidu3,EMP0003,PC-ENG-003,linkedin.com,0,0
H000120,2026-01-04 09:48:13,yusuf.naidu3,EMP0003,PC-ENG-003,stackoverflow.com,0,0
H000121,2026-02-12 08:50:21,yusuf.naidu3,EMP0003,PC-ENG-003,google.com,0,0
H000122,2026-01-19 10:59:14,yusuf.naidu3,EMP0003,PC-ENG-003,office365.com,0,0
H000123,2026-01-21 13:58:51,yusuf.naidu3,EMP0003,PC-ENG-003,github.com,0,0
H000124,2026-02-03 10:02:17,yusuf.naidu3,EMP0003,PC-ENG-003,company-intranet.local,0,0
H000125,2026-01-09 13:25:11,yusuf.naidu3,EMP0003,PC-ENG-003,google.com,0,0
H000126,2026-02-08 07:10:06,yusuf.naidu3,EMP0003,PC-ENG-003,linkedin.com,0,0
H000127,2026-01-19 19:38:08,yusuf.naidu3,EMP0003,PC-ENG-003,github.com,0,0
H000128,2026-01-02 09:26:29,yusuf.naidu3,EMP0003,PC-ENG-003,wikipedia.org,0,0
H000129,2026-01-12 17:22:43,yusuf.naidu3,EMP0003,PC-ENG-003,stackoverflow.com,0,0
H000130,2026-02-07 08:25:24,yusuf.naidu3,EMP0003,PC-ENG-003,google.com,0,0
H000131,2026-01-14 11:53:00,yusuf.naidu3,EMP0003,PC-ENG-003,slack.com,0,0
H000132,2026-01-15 22:52:22,yusuf.naidu3,EMP0003,PC-ENG-003,company-intranet.local,0,0
H000133,2026-01-14 07:14:37,yusuf.naidu3,EMP0003,PC-ENG-003,github.com,0,0
H000134,2026-02-02 04:34:49,yusuf.naidu3,EMP0003,PC-ENG-003,zoom.us,0,0
H000135,2026-01-01 08:02:26,yusuf.naidu3,EMP0003,PC-ENG-003,office365.com,0,0
H000136,2026-02-12 13:06:36,yusuf.naidu3,EMP0003,PC-ENG-003,stackoverflow.com,0,0
H000137,2026-02-11 09:23:39,yusuf.naidu3,EMP0003,PC-ENG-003,stackoverflow.com,0,0
H000138,2026-02-01 13:05:38,yusuf.naidu3,EMP0003,PC-ENG-003,company-intranet.local,0,0
H000139,2026-01-01 06:01:11,yusuf.naidu3,EMP0003,PC-ENG-003,google.com,0,0
H000140,2026-02-11 10:06:24,yusuf.naidu3,EMP0003,PC-ENG-003,github.com,0,0
H000141,2026-01-12 16:24:45,yusuf.naidu3,EMP0003,PC-ENG-003,atlassian.net,0,0
H000142,2026-02-14 12:32:47,yusuf.naidu3,EMP0003,PC-ENG-003,zoom.us,0,0
H000143,2026-01-23 20:19:00,yusuf.naidu3,EMP0003,PC-ENG-003,linkedin.com,0,0
H000144,2026-02-07 23:51:57,yusuf.naidu3,EMP0003,PC-ENG-003,github.com,0,0
H000145,2026-01-15 00:50:49,yusuf.naidu3,EMP0003,PC-ENG-003,zoom.us,0,0
H000146,2026-01-14 08:14:05,yusuf.naidu3,EMP0003,PC-ENG-003,slack.com,0,0
H000147,2026-02-11 13:29:58,yusuf.naidu3,EMP0003,PC-ENG-003,wikipedia.org,0,0
H000148,2026-01-05 09:24:18,yusuf.naidu3,EMP0003,PC-ENG-003,linkedin.com,0,0
H000149,2026-01-19 16:28:00,yusuf.naidu3,EMP0003,PC-ENG-003,office365.com,0,0
H000150,2026-02-09 09:48:22,yusuf.naidu3,EMP0003,PC-ENG-003,stackoverflow.com,0,0
H000151,2026-02-13 13:58:06,yusuf.naidu3,EMP0003,PC-ENG-003,office365.com,0,0
H000152,2026-02-12 11:31:27,yusuf.naidu3,EMP0003,PC-ENG-003,slack.com,0,0
H000153,2026-01-28 10:22:11,yusuf.naidu3,EMP0003,PC-ENG-003,linkedin.com,0,0
H000154,2026-02-11 17:26:04,yusuf.naidu3,EMP0003,PC-ENG-003,github.com,0,0
H000155,2026-01-02 15:10:35,yusuf.naidu3,EMP0003,PC-ENG-003,office365.com,0,0
H000156,2026-02-14 14:30:35,yusuf.naidu3,EMP0003,PC-ENG-003,company-intranet.local,0,0
H000157,2026-01-27 14:51:46,yusuf.naidu3,EMP0003,PC-ENG-003,google.com,0,0
H000158,2026-01-04 08:15:04,yusuf.naidu3,EMP0003,PC-ENG-003,office365.com,0,0
H000159,2026-01-26 11:35:43,yusuf.naidu3,EMP0003,PC-ENG-003,linkedin.com,0,0
H000160,2026-01-02 10:52:30,yusuf.naidu3,EMP0003,PC-ENG-003,slack.com,0,0
H000161,2026-01-14 10:08:09,yusuf.naidu3,EMP0003,PC-ENG-003,stackoverflow.com,0,0
H000162,2026-02-01 07:22:37,rohan.sharma4,EMP0004,PC-ENG-004,github.com,0,0
H000163,2026-01-05 16:24:52,rohan.sharma4,EMP0004,PC-ENG-004,wikipedia.org,0,0
H000164,2026-01-19 14:23:26,rohan.sharma4,EMP0004,PC-ENG-004,stackoverflow.com,0,0
H000165,2026-02-01 07:18:54,rohan.sharma4,EMP0004,PC-ENG-004,github.com,0,0
H000166,2026-02-08 09:01:02,rohan.sharma4,EMP0004,PC-ENG-004,company-intranet.local,0,0
H000167,2026-01-16 11:21:49,rohan.sharma4,EMP0004,PC-ENG-004,stackoverflow.com,0,0
H000168,2026-02-06 15:36:58,rohan.sharma4,EMP0004,PC-ENG-004,github.com,0,0
H000169,2026-01-16 14:04:13,rohan.sharma4,EMP0004,PC-ENG-004,github.com,0,0
H000170,2026-01-17 11:38:42,rohan.sharma4,EMP0004,PC-ENG-004,wikipedia.org,0,0
H000171,2026-01-25 10:13:08,rohan.sharma4,EMP0004,PC-ENG-004,linkedin.com,0,0
H000172,2026-02-04 14:06:31,rohan.sharma4,EMP0004,PC-ENG-004,wikipedia.org,0,0
H000173,2026-01-13 15:31:26,rohan.sharma4,EMP0004,PC-ENG-004,zoom.us,0,0
H000174,2026-02-06 06:21:57,rohan.sharma4,EMP0004,PC-ENG-004,stackoverflow.com,0,0
H000175,2026-02-03 08:06:06,rohan.sharma4,EMP0004,PC-ENG-004,atlassian.net,0,0
H000176,2026-02-12 16:52:24,rohan.sharma4,EMP0004,PC-ENG-004,zoom.us,0,0
H000177,2026-01-11 14:25:18,rohan.sharma4,EMP0004,PC-ENG-004,github.com,0,0
H000178,2026-01-28 11:50:56,rohan.sharma4,EMP0004,PC-ENG-004,stackoverflow.com,0,0
H000179,2026-01-24 06:09:31,rohan.sharma4,EMP0004,PC-ENG-004,github.com,0,0
H000180,2026-01-18 09:22:14,rohan.sharma4,EMP0004,PC-ENG-004,stackoverflow.com,0,0
H000181,2026-02-01 19:23:43,rohan.sharma4,EMP0004,PC-ENG-004,slack.com,0,0
H000182,2026-01-21 18:24:39,rohan.sharma4,EMP0004,PC-ENG-004,linkedin.com,0,0
H000183,2026-01-27 09:28:32,rohan.sharma4,EMP0004,PC-ENG-004,atlassian.net,0,0
H000184,2026-02-07 11:10:17,rohan.sharma4,EMP0004,PC-ENG-004,google.com,0,0
H000185,2026-01-19 14:53:07,rohan.sharma4,EMP0004,PC-ENG-004,company-intranet.local,0,0
H000186,2026-01-20 11:08:20,rohan.sharma4,EMP0004,PC-ENG-004,company-intranet.local,0,0
H000187,2026-01-27 13:36:26,rohan.sharma4,EMP0004,PC-ENG-004,zoom.us,0,0
H000188,2026-01-25 12:21:54,rohan.sharma4,EMP0004,PC-ENG-004,office365.com,0,0
H000189,2026-01-10 15:03:55,rohan.sharma4,EMP0004,PC-ENG-004,slack.com,0,0
H000190,2026-01-09 15:56:26,rohan.sharma4,EMP0004,PC-ENG-004,linkedin.com,0,0
H000191,2026-01-12 13:14:47,rohan.sharma4,EMP0004,PC-ENG-004,zoom.us,0,0
H000192,2026-02-14 02:28:37,rohan.sharma4,EMP0004,PC-ENG-004,stackoverflow.com,0,0
H000193,2026-01-17 14:17:55,rohan.sharma4,EMP0004,PC-ENG-004,github.com,0,0
H000194,2026-01-05 08:07:19,rohan.sharma4,EMP0004,PC-ENG-004,slack.com,0,0
H000195,2026-02-12 10:00:11,rohan.sharma4,EMP0004,PC-ENG-004,github.com,0,0
H000196,2026-01-13 09:31:29,rohan.sharma4,EMP0004,PC-ENG-004,wikipedia.org,0,0
H000197,2026-02-14 18:44:42,rohan.sharma4,EMP0004,PC-ENG-004,company-intranet.local,0,0
H000198,2026-01-19 17:31:46,rohan.sharma4,EMP0004,PC-ENG-004,google.com,0,0
H000199,2026-01-30 16:08:23,rohan.sharma4,EMP0004,PC-ENG-004,office365.com,0,0
H000200,2026-02-03 09:41:03,rohan.sharma4,EMP0004,PC-ENG-004,linkedin.com,0,0
H000201,2026-01-02 08:41:39,rohan.sharma4,EMP0004,PC-ENG-004,wikipedia.org,0,0
H000202,2026-01-09 07:28:35,rohan.sharma4,EMP0004,PC-ENG-004,github.com,0,0
H000203,2026-01-16 08:41:46,rohan.sharma4,EMP0004,PC-ENG-004,github.com,0,0
H000204,2026-02-14 06:36:44,rohan.sharma4,EMP0004,PC-ENG-004,atlassian.net,0,0
H000205,2026-01-21 06:59:25,rohan.sharma4,EMP0004,PC-ENG-004,linkedin.com,0,0
H000206,2026-01-26 15:28:00,rohan.sharma4,EMP0004,PC-ENG-004,slack.com,0,0
H000207,2026-01-13 11:14:42,rohan.sharma4,EMP0004,PC-ENG-004,github.com,0,0
H000208,2026-02-03 11:00:07,rohan.sharma4,EMP0004,PC-ENG-004,office365.com,0,0
H000209,2026-01-09 16:52:09,rohan.sharma4,EMP0004,PC-ENG-004,company-intranet.local,0,0
H000210,2026-01-04 17:46:43,rohan.sharma4,EMP0004,PC-ENG-004,wikipedia.org,0,0
H000211,2026-01-19 12:17:08,rohan.sharma4,EMP0004,PC-ENG-004,slack.com,0,0
H000212,2026-01-17 15:55:34,rohan.sharma4,EMP0004,PC-ENG-004,stackoverflow.com,0,0
H000213,2026-01-14 23:13:27,rohan.sharma4,EMP0004,PC-ENG-004,linkedin.com,0,0
H000214,2026-02-13 13:01:50,rohan.sharma4,EMP0004,PC-ENG-004,wikipedia.org,0,0
H000215,2026-01-11 18:44:34,rohan.sharma4,EMP0004,PC-ENG-004,google.com,0,0
H000216,2026-01-26 12:47:40,rohan.sharma4,EMP0004,PC-ENG-004,office365.com,0,0
H000217,2026-02-14 08:00:54,rohan.sharma4,EMP0004,PC-ENG-004,zoom.us,0,0
H000218,2026-02-10 14:38:58,rohan.sharma4,EMP0004,PC-ENG-004,atlassian.net,0,0
H000219,2026-01-28 16:38:08,rohan.sharma4,EMP0004,PC-ENG-004,company-intranet.local,0,0
H000220,2026-02-05 22:58:26,rohan.sharma4,EMP0004,PC-ENG-004,atlassian.net,0,0
H000221,2026-02-06 14:03:07,rohan.sharma4,EMP0004,PC-ENG-004,stackoverflow.com,0,0
H000222,2026-01-10 09:23:48,rohan.sharma4,EMP0004,PC-ENG-004,office365.com,0,0
H000223,2026-02-06 18:23:03,rohan.sharma4,EMP0004,PC-ENG-004,company-intranet.local,0,0
H000224,2026-01-05 07:21:18,rohan.sharma4,EMP0004,PC-ENG-004,slack.com,0,0
H000225,2026-01-08 11:50:57,rohan.sharma4,EMP0004,PC-ENG-004,wikipedia.org,0,0
H000226,2026-02-14 17:41:03,rohan.sharma4,EMP0004,PC-ENG-004,wikipedia.org,0,0
H000227,2026-01-04 08:33:46,rohan.sharma4,EMP0004,PC-ENG-004,wikipedia.org,0,0
H000228,2026-02-06 13:46:47,rohan.sharma4,EMP0004,PC-ENG-004,company-intranet.local,0,0
H000229,2026-01-19 09:04:03,rohan.sharma4,EMP0004,PC-ENG-004,atlassian.net,0,0
H000230,2026-01-04 09:04:22,rohan.sharma4,EMP0004,PC-ENG-004,slack.com,0,0
H000231,2026-01-25 17:21:04,rohan.sharma4,EMP0004,PC-ENG-004,stackoverflow.com,0,0
H000232,2026-01-22 08:40:41,rohan.sharma4,EMP0004,PC-ENG-004,office365.com,0,0
H000233,2026-01-18 12:13:30,rohan.sharma4,EMP0004,PC-ENG-004,atlassian.net,0,0
H000234,2026-01-30 10:32:03,rohan.sharma4,EMP0004,PC-ENG-004,stackoverflow.com,0,0
H000235,2026-02-09 13:06:59,ritu.bhatt5,EMP0005,PC-ENG-005,slack.com,0,0
H000236,2026-02-03 18:24:18,ritu.bhatt5,EMP0005,PC-ENG-005,linkedin.com,0,0
H000237,2026-01-08 12:52:28,ritu.bhatt5,EMP0005,PC-ENG-005,wikipedia.org,0,0
H000238,2026-01-17 03:59:38,ritu.bhatt5,EMP0005,PC-ENG-005,company-intranet.local,0,0
H000239,2026-01-10 17:50:58,ritu.bhatt5,EMP0005,PC-ENG-005,office365.com,0,0
H000240,2026-01-26 17:33:44,ritu.bhatt5,EMP0005,PC-ENG-005,wikipedia.org,0,0
H000241,2026-02-11 14:30:44,ritu.bhatt5,EMP0005,PC-ENG-005,office365.com,0,0
H000242,2026-01-28 07:23:33,ritu.bhatt5,EMP0005,PC-ENG-005,slack.com,0,0
H000243,2026-01-28 21:33:27,ritu.bhatt5,EMP0005,PC-ENG-005,office365.com,0,0
H000244,2026-01-06 13:30:52,ritu.bhatt5,EMP0005,PC-ENG-005,slack.com,0,0
H000245,2026-01-29 10:47:45,ritu.bhatt5,EMP0005,PC-ENG-005,wikipedia.org,0,0
H000246,2026-01-13 14:10:26,ritu.bhatt5,EMP0005,PC-ENG-005,office365.com,0,0
H000247,2026-01-31 16:46:20,ritu.bhatt5,EMP0005,PC-ENG-005,company-intranet.local,0,0
H000248,2026-01-22 20:34:13,ritu.bhatt5,EMP0005,PC-ENG-005,zoom.us,0,0
H000249,2026-01-13 09:41:34,ritu.bhatt5,EMP0005,PC-ENG-005,office365.com,0,0
H000250,2026-02-07 10:20:28,ritu.bhatt5,EMP0005,PC-ENG-005,github.com,0,0
H000251,2026-02-04 10:23:15,ritu.bhatt5,EMP0005,PC-ENG-005,stackoverflow.com,0,0
H000252,2026-02-07 14:49:48,ritu.bhatt5,EMP0005,PC-ENG-005,wikipedia.org,0,0
H000253,2026-01-11 09:24:25,ritu.bhatt5,EMP0005,PC-ENG-005,github.com,0,0
H000254,2026-01-07 11:49:44,ritu.bhatt5,EMP0005,PC-ENG-005,linkedin.com,0,0
H000255,2026-01-22 12:04:43,ritu.bhatt5,EMP0005,PC-ENG-005,zoom.us,0,0
H000256,2026-02-04 15:59:27,ritu.bhatt5,EMP0005,PC-ENG-005,slack.com,0,0
H000257,2026-02-05 11:55:13,ritu.bhatt5,EMP0005,PC-ENG-005,company-intranet.local,0,0
H000258,2026-01-13 00:50:32,ritu.bhatt5,EMP0005,PC-ENG-005,zoom.us,0,0
H000259,2026-01-14 08:52:29,ritu.bhatt5,EMP0005,PC-ENG-005,github.com,0,0
H000260,2026-01-31 15:27:37,ritu.bhatt5,EMP0005,PC-ENG-005,wikipedia.org,0,0
H000261,2026-02-11 08:20:04,ritu.bhatt5,EMP0005,PC-ENG-005,zoom.us,0,0
H000262,2026-01-04 08:08:55,ritu.bhatt5,EMP0005,PC-ENG-005,wikipedia.org,0,0
H000263,2026-01-24 18:27:06,ritu.bhatt5,EMP0005,PC-ENG-005,stackoverflow.com,0,0
H000264,2026-01-01 15:29:52,ritu.bhatt5,EMP0005,PC-ENG-005,stackoverflow.com,0,0
H000265,2026-01-01 12:36:59,ritu.bhatt5,EMP0005,PC-ENG-005,linkedin.com,0,0
H000266,2026-01-09 16:53:00,ritu.bhatt5,EMP0005,PC-ENG-005,linkedin.com,0,0
H000267,2026-01-15 12:45:54,lakshmi.naidu6,EMP0006,PC-SAL-006,github.com,0,0
H000268,2026-01-31 15:30:29,lakshmi.naidu6,EMP0006,PC-SAL-006,office365.com,0,0
H000269,2026-01-08 16:32:18,lakshmi.naidu6,EMP0006,PC-SAL-006,github.com,0,0
H000270,2026-01-21 07:46:30,lakshmi.naidu6,EMP0006,PC-SAL-006,wikipedia.org,0,0
H000271,2026-01-25 08:49:38,lakshmi.naidu6,EMP0006,PC-SAL-006,company-intranet.local,0,0
