id,date,user,employee_id,pc,activity,off_hours_flag
L000245,2026-02-09 12:28:48,rohan.sharma4,EMP0004,PC-ENG-004,Logon,0
L000246,2026-02-09 18:38:05,rohan.sharma4,EMP0004,PC-ENG-004,Logoff,0
L000247,2026-02-10 08:18:28,rohan.sharma4,EMP0004,PC-ENG-004,Logon,0
L000248,2026-02-10 16:57:01,rohan.sharma4,EMP0004,PC-ENG-004,Logoff,0
L000249,2026-02-11 03:40:38,rohan.sharma4,EMP0004,PC-ENG-004,Logon,0
L000250,2026-02-11 12:04:30,rohan.sharma4,EMP0004,PC-ENG-004,Logoff,0
L000251,2026-02-12 09:00:35,rohan.sharma4,EMP0004,PC-ENG-004,Logon,0
L000252,2026-02-12 16:14:01,rohan.sharma4,EMP0004,PC-ENG-004,Logoff,0
L000253,2026-02-13 16:07:29,rohan.sharma4,EMP0004,PC-ENG-004,Logon,0
L000254,2026-02-14 00:57:57,rohan.sharma4,EMP0004,PC-ENG-004,Logoff,0
L000255,2026-01-01 18:18:32,ritu.bhatt5,EMP0005,PC-ENG-005,Logon,0
L000256,2026-01-02 02:25:30,ritu.bhatt5,EMP0005,PC-ENG-005,Logoff,0
L000257,2026-01-02 11:30:15,ritu.bhatt5,EMP0005,PC-ENG-005,Logon,0
L000258,2026-01-02 18:52:28,ritu.bhatt5,EMP0005,PC-ENG-005,Logoff,0
L000259,2026-01-05 15:08:55,ritu.bhatt5,EMP0005,PC-ENG-005,Logon,0
L000260,2026-01-05 21:21:28,ritu.bhatt5,EMP0005,PC-ENG-005,Logoff,0
L000261,2026-01-06 16:21:59,ritu.bhatt5,EMP0005,PC-ENG-005,Logon,0
L000262,2026-01-07 00:43:46,ritu.bhatt5,EMP0005,PC-ENG-005,Logoff,0
L000263,2026-01-07 00:46:19,ritu.bhatt5,EMP0005,PC-ENG-005,Logon,0
L000264,2026-01-07 09:17:03,ritu.bhatt5,EMP0005,PC-ENG-005,Logoff,0
L000265,2026-01-08 14:55:09,ritu.bhatt5,EMP0005,PC-ENG-005,Logon,0
L000266,2026-01-08 22:15:31,ritu.bhatt5,EMP0005,PC-ENG-005,Logoff,0
L000267,2026-01-09 10:48:34,ritu.bhatt5,EMP0005,PC-ENG-005,Logon,0
L000268,2026-01-09 17:56:27,ritu.bhatt5,EMP0005,PC-ENG-005,Logoff,0
L000269,2026-01-12 09:24:14,ritu.bhatt5,EMP0005,PC-ENG-005,Logon,0
L000270,2026-01-12 17:58:18,ritu.bhatt5,EMP0005,PC-ENG-005,Logoff,0
L000271,2026-01-13 10:30:45,ritu.bhatt5,EMP0005,PC-ENG-005,Logon,0
L000272,2026-01-13 19:15:10,ritu.bhatt5,EMP0005,PC-ENG-005,Logoff,0
L000273,2026-01-14 22:50:52,ritu.bhatt5,EMP0005,PC-ENG-005,Logon,0
L000274,2026-01-15 06:48:13,ritu.bhatt5,EMP0005,PC-ENG-005,Logoff,0
L000275,2026-01-15 20:08:32,ritu.bhatt5,EMP0005,PC-ENG-005,Logon,0
L000276,2026-01-16 05:02:17,ritu.bhatt5,EMP0005,PC-ENG-005,Logoff,0
L000277,2026-01-16 07:54:28,ritu.bhatt5,EMP0005,PC-ENG-005,Logon,0
L000278,2026-01-16 14:12:24,ritu.bhatt5,EMP0005,PC-ENG-005,Logoff,0
L000279,2026-01-18 16:09:04,ritu.bhatt5,EMP0005,PC-ENG-005,Logon,0
L000280,2026-01-18 23:33:34,ritu.bhatt5,EMP0005,PC-ENG-005,Logoff,0
L000281,2026-01-19 10:44:25,ritu.bhatt5,EMP0005,PC-ENG-005,Logon,0
L000282,2026-01-19 18:41:23,ritu.bhatt5,EMP0005,PC-ENG-005,Logoff,0
L000283,2026-01-20 16:54:34,ritu.bhatt5,EMP0005,PC-ENG-005,Logon,0
L000284,2026-01-21 00:02:58,ritu.bhatt5,EMP0005,PC-ENG-005,Logoff,0
L000285,2026-01-21 14:48:31,ritu.bhatt5,EMP0005,PC-ENG-005,Logon,0
L000286,2026-01-21 23:25:32,ritu.bhatt5,EMP0005,PC-ENG-005,Logoff,0
L000287,2026-01-23 13:58:18,ritu.bhatt5,EMP0005,PC-ENG-005,Logon,0
L000288,2026-01-23 22:57:50,ritu.bhatt5,EMP0005,PC-ENG-005,Logoff,0
L000289,2026-01-26 13:55:06,ritu.bhatt5,EMP0005,PC-ENG-005,Logon,0
L000290,2026-01-26 21:14:57,ritu.bhatt5,EMP0005,PC-ENG-005,Logoff,0
L000291,2026-01-27 17:02:20,ritu.bhatt5,EMP0005,PC-ENG-005,Logon,0
L000292,2026-01-28 01:25:38,ritu.bhatt5,EMP0005,PC-ENG-005,Logoff,0
L000293,2026-01-28 10:09:15,ritu.bhatt5,EMP0005,PC-ENG-005,Logon,0
L000294,2026-01-28 17:44:51,ritu.bhatt5,EMP0005,PC-ENG-005,Logoff,0
